threshold,accuracy,precision,recall,f1,specificity,balanced_accuracy,roc_auc,pr_auc_average_precision,tn,fp,fn,tp
0.5299999999999999,0.9813333333333333,0.8108108108108109,0.5882352941176471,0.6818181818181819,0.9951690821256038,0.7917021881216255,0.9842555379639761,0.7807439611753059,1442,7,21,30
0.5399999999999999,0.9813333333333333,0.8108108108108109,0.5882352941176471,0.6818181818181819,0.9951690821256038,0.7917021881216255,0.9842555379639761,0.7807439611753059,1442,7,21,30
0.5499999999999999,0.9806666666666667,0.8055555555555556,0.5686274509803921,0.6666666666666667,0.9951690821256038,0.781898266552998,0.9842555379639761,0.7807439611753059,1442,7,22,29
0.5599999999999999,0.98,0.8,0.5490196078431373,0.6511627906976745,0.9951690821256038,0.7720943449843706,0.9842555379639761,0.7807439611753059,1442,7,23,28
0.57,0.9806666666666667,0.8235294117647058,0.5490196078431373,0.6588235294117647,0.9958592132505176,0.7724394105468275,0.9842555379639761,0.7807439611753059,1443,6,23,28
0.58,0.9806666666666667,0.8235294117647058,0.5490196078431373,0.6588235294117647,0.9958592132505176,0.7724394105468275,0.9842555379639761,0.7807439611753059,1443,6,23,28
0.59,0.98,0.8181818181818182,0.5294117647058824,0.6428571428571428,0.9958592132505176,0.7626354889782,0.9842555379639761,0.7807439611753059,1443,6,24,27
0.6,0.98,0.8181818181818182,0.5294117647058824,0.6428571428571428,0.9958592132505176,0.7626354889782,0.9842555379639761,0.7807439611753059,1443,6,24,27
0.61,0.98,0.8181818181818182,0.5294117647058824,0.6428571428571428,0.9958592132505176,0.7626354889782,0.9842555379639761,0.7807439611753059,1443,6,24,27
0.62,0.98,0.8181818181818182,0.5294117647058824,0.6428571428571428,0.9958592132505176,0.7626354889782,0.9842555379639761,0.7807439611753059,1443,6,24,27
0.63,0.98,0.8181818181818182,0.5294117647058824,0.6428571428571428,0.9958592132505176,0.7626354889782,0.9842555379639761,0.7807439611753059,1443,6,24,27
0.6399999999999999,0.9786666666666667,0.8064516129032258,0.49019607843137253,0.6097560975609755,0.9958592132505176,0.743027645840945,0.9842555379639761,0.7807439611753059,1443,6,26,25
0.6499999999999999,0.9793333333333333,0.8333333333333334,0.49019607843137253,0.6172839506172839,0.9965493443754313,0.7433727114034019,0.9842555379639761,0.7807439611753059,1444,5,26,25
0.6599999999999999,0.978,0.8214285714285714,0.45098039215686275,0.5822784810126583,0.9965493443754313,0.723764868266147,0.9842555379639761,0.7807439611753059,1444,5,28,23
0.6699999999999999,0.9786666666666667,0.8518518518518519,0.45098039215686275,0.5897435897435898,0.9972394755003451,0.7241099338286039,0.9842555379639761,0.7807439611753059,1445,4,28,23
0.6799999999999999,0.978,0.8461538461538461,0.43137254901960786,0.5714285714285715,0.9972394755003451,0.7143060122599765,0.9842555379639761,0.7807439611753059,1445,4,29,22
0.69,0.978,0.875,0.4117647058823529,0.56,0.9979296066252588,0.7048471562538059,0.9842555379639761,0.7807439611753059,1446,3,30,21
0.7,0.978,0.9090909090909091,0.39215686274509803,0.547945205479452,0.9986197377501725,0.6953883002476353,0.9842555379639761,0.7807439611753059,1447,2,31,20
0.71,0.978,0.9090909090909091,0.39215686274509803,0.547945205479452,0.9986197377501725,0.6953883002476353,0.9842555379639761,0.7807439611753059,1447,2,31,20
0.72,0.9766666666666667,0.9,0.35294117647058826,0.5070422535211269,0.9986197377501725,0.6757804571103804,0.9842555379639761,0.7807439611753059,1447,2,33,18
0.73,0.9766666666666667,0.9,0.35294117647058826,0.5070422535211269,0.9986197377501725,0.6757804571103804,0.9842555379639761,0.7807439611753059,1447,2,33,18
0.74,0.976,0.8947368421052632,0.3333333333333333,0.48571428571428565,0.9986197377501725,0.665976535541753,0.9842555379639761,0.7807439611753059,1447,2,34,17
0.7499999999999999,0.976,0.8947368421052632,0.3333333333333333,0.48571428571428565,0.9986197377501725,0.665976535541753,0.9842555379639761,0.7807439611753059,1447,2,34,17
0.7599999999999999,0.9753333333333334,0.8888888888888888,0.3137254901960784,0.46376811594202894,0.9986197377501725,0.6561726139731254,0.9842555379639761,0.7807439611753059,1447,2,35,16
0.7699999999999999,0.9753333333333334,0.8888888888888888,0.3137254901960784,0.46376811594202894,0.9986197377501725,0.6561726139731254,0.9842555379639761,0.7807439611753059,1447,2,35,16
0.7799999999999999,0.976,0.9411764705882353,0.3137254901960784,0.47058823529411764,0.9993098688750862,0.6565176795355823,0.9842555379639761,0.7807439611753059,1448,1,35,16
0.7899999999999999,0.976,1.0,0.29411764705882354,0.45454545454545453,1.0,0.6470588235294118,0.9842555379639761,0.7807439611753059,1449,0,36,15
0.7999999999999999,0.9746666666666667,1.0,0.2549019607843137,0.40625,1.0,0.6274509803921569,0.9842555379639761,0.7807439611753059,1449,0,38,13
0.8099999999999999,0.9746666666666667,1.0,0.2549019607843137,0.40625,1.0,0.6274509803921569,0.9842555379639761,0.7807439611753059,1449,0,38,13
0.82,0.9726666666666667,1.0,0.19607843137254902,0.3278688524590164,1.0,0.5980392156862745,0.9842555379639761,0.7807439611753059,1449,0,41,10
0.83,0.9726666666666667,1.0,0.19607843137254902,0.3278688524590164,1.0,0.5980392156862745,0.9842555379639761,0.7807439611753059,1449,0,41,10
0.84,0.9726666666666667,1.0,0.19607843137254902,0.3278688524590164,1.0,0.5980392156862745,0.9842555379639761,0.7807439611753059,1449,0,41,10
0.8499999999999999,0.9726666666666667,1.0,0.19607843137254902,0.3278688524590164,1.0,0.5980392156862745,0.9842555379639761,0.7807439611753059,1449,0,41,10
0.8599999999999999,0.972,1.0,0.17647058823529413,0.3,1.0,0.5882352941176471,0.9842555379639761,0.7807439611753059,1449,0,42,9
0.8699999999999999,0.9713333333333334,1.0,0.1568627450980392,0.2711864406779661,1.0,0.5784313725490196,0.9842555379639761,0.7807439611753059,1449,0,43,8
0.8799999999999999,0.9713333333333334,1.0,0.1568627450980392,0.2711864406779661,1.0,0.5784313725490196,0.9842555379639761,0.7807439611753059,1449,0,43,8
0.8899999999999999,0.9713333333333334,1.0,0.1568627450980392,0.2711864406779661,1.0,0.5784313725490196,0.9842555379639761,0.7807439611753059,1449,0,43,8
0.8999999999999999,0.9713333333333334,1.0,0.1568627450980392,0.2711864406779661,1.0,0.5784313725490196,0.9842555379639761,0.7807439611753059,1449,0,43,8
0.9099999999999999,0.9713333333333334,1.0,0.1568627450980392,0.2711864406779661,1.0,0.5784313725490196,0.9842555379639761,0.7807439611753059,1449,0,43,8
0.9199999999999999,0.9706666666666667,1.0,0.13725490196078433,0.24137931034482762,1.0,0.5686274509803921,0.9842555379639761,0.7807439611753059,1449,0,44,7
0.9299999999999999,0.9706666666666667,1.0,0.13725490196078433,0.24137931034482762,1.0,0.5686274509803921,0.9842555379639761,0.7807439611753059,1449,0,44,7
0.94,0.9686666666666667,1.0,0.0784313725490196,0.14545454545454545,1.0,0.5392156862745098,0.9842555379639761,0.7807439611753059,1449,0,47,4
0.95,0.968,1.0,0.058823529411764705,0.1111111111111111,1.0,0.5294117647058824,0.9842555379639761,0.7807439611753059,1449,0,48,3
