PC,Eigenvalue,Explained variance ratio,Cumulative explained variance
398,0.0008220301234526971,1.4650950321643042e-06,0.9999707841896259
399,0.000761931871062776,1.3579825936950143e-06,0.9999721421722196
400,0.0007412343278542871,1.3210935955091611e-06,0.9999734632658152
401,0.0007324812823418717,1.3054931410602605e-06,0.9999747687589562
402,0.0006981838121764446,1.244365146207573e-06,0.9999760131241024
403,0.0006603896634246097,1.177005060486361e-06,0.999977190129163
404,0.000633009707096644,1.1282060726481901e-06,0.9999783183352356
405,0.0006042504811717154,1.0769488281392811e-06,0.9999793952840638
406,0.0005681315634184025,1.0125744877619908e-06,0.9999804078585516
407,0.0005423767538346677,9.666719806653164e-07,0.9999813745305323
408,0.0005196503034309446,9.261668840328825e-07,0.9999823006974163
409,0.0005022046358797679,8.950736672117476e-07,0.9999831957710835
410,0.00048527088135930606,8.64892827220613e-07,0.9999840606639108
411,0.0004583671870484026,8.169426758122749e-07,0.9999848776065866
412,0.0004398006070888625,7.83851669428287e-07,0.9999856614582561
413,0.0004214310610382991,7.511118343614733e-07,0.9999864125700905
414,0.00040601761883604436,7.236406298948714e-07,0.9999871362107203
415,0.0003982434438422765,7.097848053483144e-07,0.9999878459955257
416,0.0003827010262983352,6.820837295826132e-07,0.9999885280792553
417,0.0003783495546490746,6.743281506639748e-07,0.999989202407406
418,0.0003589777424008552,6.398019878395792e-07,0.9999898422093938
419,0.0003469950919515696,6.184454448802141e-07,0.9999904606548387
420,0.00033585721459354476,5.985945314884295e-07,0.9999910592493702
421,0.0003259671520259487,5.809675843460077e-07,0.9999916402169545
422,0.00031725588238943996,5.654415865702983e-07,0.9999922056585411
423,0.0003037403255125835,5.413529617471036e-07,0.9999927470115029
424,0.0002951023503704127,5.259575959232848e-07,0.9999932729690988
425,0.00027396703362241455,4.882883588877237e-07,0.9999937612574576
426,0.00026951941606231575,4.803614201948956e-07,0.9999942416188778
427,0.0002603007340816267,4.6393106711211434e-07,0.999994705549945
428,0.00023852439216038635,4.2511933812885596e-07,0.9999951306692831
429,0.00023008413761454525,4.1007636749734776e-07,0.9999955407456507
430,0.00021601967037347073,3.8500942591327623e-07,0.9999959257550766
431,0.0002074602190239712,3.6975401216088055e-07,0.9999962955090888
432,0.0002019132502321645,3.5986771214755247e-07,0.9999966553768009
433,0.0002001158606271351,3.5666424489487846e-07,0.9999970120410459
434,0.0001961642115617734,3.496212652651285e-07,0.9999973616623111
435,0.00017369288858850847,3.09570879379015e-07,0.9999976712331905
436,0.0001673339901200713,2.9823748624615306e-07,0.9999979694706768
437,0.00015362574647999027,2.7380543797470506e-07,0.9999982432761148
438,0.00014818392675394312,2.6410654395719864e-07,0.9999985073826587
439,0.00014419850804909618,2.570033770792735e-07,0.9999987643860357
440,0.0001282214906874772,2.2852771895254573e-07,0.9999989929137547
441,0.00011610808413908405,2.069381308701832e-07,0.9999991998518856
442,0.00011387649290153615,2.0296079093740765e-07,0.9999994028126765
443,8.153493900281937e-05,1.4531880362134227e-07,0.9999995481314802
444,4.026271954376658e-05,7.175979164514341e-08,0.9999996198912718
445,2.5728346260043135e-05,4.585534181286161e-08,0.9999996657466137
446,2.3070380506761822e-05,4.111807938208964e-08,0.9999997068646931
447,1.953158306080692e-05,3.481092054449432e-08,0.9999997416756137
448,1.89072666630227e-05,3.369820845913847e-08,0.9999997753738221
449,1.5221744782856636e-05,2.7129544314709628e-08,0.9999998025033664
450,1.4823106085707056e-05,2.6419055053842646e-08,0.9999998289224215
451,1.2706667481452297e-05,2.264695036265388e-08,0.9999998515693718
452,1.2083741376304825e-05,2.153671618020845e-08,0.999999873106088
453,1.149749840022321e-05,2.0491861925609088e-08,0.9999998935979498
454,9.756494432009205e-06,1.7388890158473524e-08,0.9999999109868399
455,9.252365029903704e-06,1.6490386002092408e-08,0.999999927477226
456,6.494851639793916e-06,1.1575700939205077e-08,0.999999939052927
